1,C,0,C,3,,3,,3,C3,,G2,
2,C,0,C,3,,3,,3,C3,,g,
3,F,0,F,3,,3,,3,F3,,C3,
4,F,0,F,3,,3,,3,D3,,E3,
5,G,0,G,3,,3,,3,G3,,D3,
6,G,0,G,3,,3,,3,E3,,F#3,
7,Bb,0,Bb,3,,3,,3,Bb3,,F3,
8,Bb,0,Bb,3,,3,,3,g,,A2,
9,Eb,0,Eb,3,,3,,3,Eb3,,Bb2,
10,C,0,Eb,3,,3,,3,Eb3,,Bb2,
11,G#,0,G#,3,,3,,3,Ab3,,Eb3,
12,G#,0,Ab,3,,3,,3,Ab3,,Eb3,
13,C,0,,3,,3,,3,,,,
14,C,0,,3,,3,,3,,,,
15,C,0,,3,,3,,3,,,,
16,C,0,,3,,3,,3,,,,
17,C,0,,3,,3,,3,,,,
18,C,0,,3,,3,,3,,,,
19,C,0,,3,,3,,3,,,,
20,C,0,,3,,3,,3,,,,
21,C,0,,3,,3,,3,,,,
22,C,0,,3,,3,,3,,,,
23,C,0,,3,,3,,3,,,,
24,C,0,,3,,3,,3,,,,
25,C,0,,3,,3,,3
26,C,0,,3,,3,,3
27,C,0,,3,,3,,3
28,C,0,,3,,3,,3
29,C,0,,3,,3,,3
30,C,0,,3,,3,,3
31,C,0,,3,,3,,3
32,C,0,,3,,3,,3
33,C,0,,3,,3,,3
34,C,0,,3,,3,,3
35,C,0,,3,,3,,3
36,C,0,,3,,3,,3
37,C,0,,3,,3,,3
38,C,0,,3,,3,,3
39,C,0,,3,,3,,3
40,C,0,,3,,3,,3
41,C,0,,3,,3,,3
42,C,0,,3,,3,,3
43,C,0,,3,,3,,3
44,C,0,,3,,3,,3
45,C,0,,3,,3,,3
46,C,0,,3,,3,,3
47,C,0,,3,,3,,3
48,C,0,,3,,3,,3
49,C,0,,3,,3,,3
50,C,0,,3,,3,,3
51,C,0,,3,,3,,3
52,C,0,,3,,3,,3
53,C,0,,3,,3,,3
54,C,0,,3,,3,,3
55,C,0,,3,,3,,3
56,C,0,,3,,3,,3
57,C,0,,3,,3,,3
58,C,0,,3,,3,,3
59,C,0,,3,,3,,3
60,C,0,,3,,3,,3
61,C,0,,3,,3,,3
62,C,0,,3,,3,,3
63,C,0,,3,,3,,3
64,C,0,,3,,3,,3
